	2012-11-07 04:51:02	Super Mario Bros. / Duck Hunt (Nintendo, 1988) USED NES CLASSIC GAMES FUN http://t.co/2WNvFaEU
nes_watcher	2012-10-29 15:52:03	Metal Gear for Nintendo NES BRAND NEW SEALED!!!! ULTRA RARE!!!!! (1988) http://t.co/w7XGakGJ
nes_watcher	2012-11-05 08:41:17	N64&quot;PS1&quot;and NES game bundle and console A MUST SEE 3 DAY SALE http://t.co/WZqmpwae
nes_watcher	2012-10-24 03:37:34	Super Mario Bros. 2 (Nintendo NES) - NO RESERVE - http://t.co/0MpBOcIW #NES
nes_watcher	2012-11-03 05:22:03	Game Genie the video game enhancer Galoob NES http://t.co/4ILeWNzG
nes_watcher	2012-11-19 19:41:32	NES Nintendo Controller Light Switch Plate Cover punk gamer geek video game http://t.co/X43gN7V0
nes_watcher	2012-11-12 21:56:17	Nintendo Game Boy Advance SP Classic NES Limited Edition - Send your BO! http://t.co/u8EYxAbQ
nes_watcher	2012-11-12 07:07:16	Super Mario Bros. 3 (Nintendo, 1990) Boxed NES Game &amp; Collectors New Case http://t.co/wVCl6AHE
nes_watcher	2012-11-04 01:34:06	Miracle Piano Game Nintendo NES Cleaned and Tested Miracle Piano System http://t.co/rsUN4NR0
nes_watcher	2012-11-03 18:40:04	Super Mario Bros. / Duck Hunt (Nintendo NES 8 Bit 2-in-1 Game Cart) http://t.co/q2I7tzdD
nes_watcher	2012-11-09 05:02:03	Castlevania (Classic NES Series Edition) (Nintendo Game Boy Advance, 2004) http://t.co/Q49tWuGF
nes_watcher	2012-11-02 23:09:33	NES SUPER DODGE BALL Nintendo Game Cartridge only cleaned and tested http://t.co/z3S5qPPJ
nes_watcher	2012-10-26 04:09:23	NES SUPER DODGE BALL Nintendo Game Cartridge only cleaned and tested http://t.co/HA6qRQeO
nes_watcher	2012-11-01 23:22:36	Original Nintendo NES &amp; Game Instructions Controller Gun Mario Duck Hunt Bundle http://t.co/4hEXMebm
nes_watcher	2012-11-03 18:07:33	RDP handheld NES, SNES Video Game System Console RD ~A http://t.co/Ui3sTbOm
nes_watcher	2012-11-01 08:19:03	NINTENDO NES CASTLEVANIA 5 SCREW CARTRIDGE FREE SHIPPING MORE VIDEO GAMES LISTED http://t.co/k9z0QmKt
nes_watcher	2012-10-27 18:18:32	NES Original Nintendo CLASH AT DEMONHEAD Video Game Cartridge - Used http://t.co/uefGO0T9
nes_watcher	2012-11-10 08:54:31	Double Dragon II: The Revenge (Nintendo, 1988) NES Classic Fun Game Cartridge !! http://t.co/x1E5v8hV
nes_watcher	2012-11-18 16:09:32	SUPER NINTENDO NES TERMINATOR 2: JUDGEMENT DAY GAME 1992 GAME ONLY FREE SHIP! http://t.co/nDNOgG8D
nes_watcher	2012-10-28 04:28:36	12 NES VIDEO GAMES, ZELDA, PHANTOM FIGHTERS, MARIO ,&amp; MANY MORE FREE CONTROLLERS http://t.co/mbbFVF9w
nes_watcher	2012-10-25 12:27:06	NINTENDO NES ADVENTURE ISLAND 3 CARTRIDGE ONLY http://t.co/8w1DGoMe #NES
nes_watcher	2012-11-11 01:41:03	FACTORY SEALED THE MAGIC OF SCHEHERAZADE NES NINTENDO H SEAM NEW http://t.co/J9NyzSfr
nes_watcher	2012-11-11 19:49:32	Original Mario Bros Brothers Nintendo NES With Original Box &amp; Instructions RARE http://t.co/gbBaTwAE
nes_watcher	2012-11-21 05:51:32	NES GAME Dr. Mario Brand New in Box Still Sealed, Classic Nintendo Game. NIB http://t.co/DNxZint6
nes_watcher	2012-10-24 18:35:06	Metroid Nintendo NES Game 1986 http://t.co/pSTNule0 #NES
nes_watcher	2012-10-25 15:14:19	NINTENDO NES MARIO TIME MACHINE CARTRIDGE ONLY http://t.co/Uzxron7B #NES
nes_watcher	2012-11-02 08:58:17	Ivan &quot;Ironman&quot; Stewart&#39;s Super Off Road (Nintendo NES, 1989) http://t.co/PD6SHLLk
nes_watcher	2012-11-10 03:53:01	Disney&#39;s DUCK TALES game cartridge for Nintendo NES system http://t.co/h6t9WGpv
nes_watcher	2012-11-05 01:39:32	Earthworm Jim (Super Nintendo, 1994) Super NES SNES - Used http://t.co/8u22LEh9
nes_watcher	2012-10-29 19:14:34	Super Mario Bros. (Classic NES Series Edition) Nintendo Game Boy Advance, 2004 http://t.co/SCPJ5mvw
nes_watcher	2012-11-02 04:59:07	Nintendo NES System Video Game Cartridge Konami The Goonies II Entertainment http://t.co/ks5VvmNe
nes_watcher	2012-11-10 02:48:17	rare vintage NES Nintendo game SUPER TEAM GAMES a powerpad game http://t.co/0x5hjICw
nes_watcher	2012-11-14 06:00:06	TEENAGE MUTANT NINJA TURTLES I &amp; II ARCADE GAME NINTENDO NES GAMES http://t.co/IinlVn3d
nes_watcher	2012-10-31 05:43:04	NES Tengen Tetris (Nintendo NES) Instruction Manual Only!! http://t.co/7acxD6Xy
nes_watcher	2012-11-21 03:04:02	Disney&#39;s DUCK TALES game cartridge for Nintendo NES system http://t.co/9a9cL5N3
nes_watcher	2012-10-30 06:18:04	Crystalis NES (Nintendo, 1990) Very Good, Complete CIB http://t.co/xKxYR29y
nes_watcher	2012-11-06 20:22:02	Gyromite NES Game 5 screw version (Nintendo, 1985) http://t.co/yMWkN8nb
nes_watcher	2012-10-23 01:58:17	Willow NES Nintendo CIB Complete http://t.co/gqDYmH32 #NES
nes_watcher	2012-10-31 01:46:31	Zelda and Zelda II Adventure of Link Both Gold (Nintendo NES ) Plus 4 Games http://t.co/wIscQ1zF
nes_watcher	2012-10-24 06:59:06	TETRIS - Nintendo NES Cart Only Game - CLASSIC! http://t.co/FJeJPZNI #NES
nes_watcher	2012-10-25 17:28:07	Nintendo Nightmare on Elm Street NES BOX ONLY http://t.co/YXV2GY9E #NES
nes_watcher	2012-10-23 21:54:17	NES Swamp Thing Rare (Nintendo, 1992) http://t.co/sd18KuKZ #NES
nes_watcher	2012-11-13 21:13:02	Red Portable Retro Duo NES, SNES Video Game System Console RD http://t.co/GnGjXrfB
nes_watcher	2012-11-04 10:19:03	Castlevania III, Super C, &amp; Bionic Commando for NES.Nintendo 3-Pack. http://t.co/uqciRHhH
nes_watcher	2012-10-31 20:48:03	Nintendo Nes - Super Mario Brothers 2 The Lost Levels - (Famicom) Reproduction http://t.co/KqFsHsJv
nes_watcher	2012-11-07 20:02:03	Nintendo NES Gray Console with games and controllers (AC adapter not included) http://t.co/8cCYTu52
nes_watcher	2012-11-02 01:40:16	ASSIMILATE for NES Nintendo Rare Home Brew Game! Fast Shipping! Out of Print! http://t.co/ia3w16VJ
nes_watcher	2012-10-30 13:07:22	Tecmo Bowl (Nintendo NES, 1987) - Vintage Retro Game Cart Only http://t.co/0z6PDMN8
nes_watcher	2012-10-26 11:43:35	DEJA VU -- ORIGINAL NINTENDO NES VIDEO GAME CARTRIDGE / DEJAVU http://t.co/FMqFkN9y
nes_watcher	2012-11-18 17:13:18	Final Fantasy (Nintendo, 1990) IN BOX WITH BOOK AND MAP! NES RPG GREAT GAME http://t.co/mJTFiWo1
nes_watcher	2012-11-11 16:33:33	Final Fantasy (Nintendo, 1990) IN BOX WITH BOOK AND MAP! NES RPG GREAT GAME http://t.co/eCj8d3CF
nes_watcher	2012-11-11 17:06:19	NES Mario Bros Arcade, cartridge only, rare mario game, great working condition! http://t.co/eOjnmYAQ
nes_watcher	2012-11-01 00:18:06	NES Game Roger Clemens&#39; MVP Baseball *Complete w/ Original Box Manual Poster http://t.co/iBGKYiB5
nes_watcher	2012-10-31 23:45:11	Vintage! NES NINTENDO-J GAME BOY Cartridge 1991 &quot;HELLO KITTY!&quot; (USED) http://t.co/v5IlZOrk
nes_watcher	2012-10-29 21:01:33	Faxanadu cartridge NES Nintendo Entertainment System Video Game http://t.co/VWH4jQn6
nes_watcher	2012-11-13 00:42:02	Gyromite NES Game 5 screw version (Nintendo, 1985) http://t.co/RL3dFZl1
nes_watcher	2012-10-26 01:53:09	3-D WorldRunner (Nintendo, 1987) NES SYSTEM GAME GUARANTEED TO WORK http://t.co/pP9rimuh
nes_watcher	2012-11-04 13:11:17	Crystalis (Nintendo, NES 1990) BOX ONLY! NO GAME Rare! http://t.co/aUS9lhmV
nes_watcher	2012-11-04 17:40:03	NINTENDO NES CONSOLE &amp; 14 GAMES- SUPER MARIO,TMNT,TETRIS &amp; MORE- WORKING http://t.co/UOFQdyxa
nes_watcher	2012-11-08 23:01:02	Metroid (Classic NES Series Edition) (Nintendo Game Boy Advance, 2004) Game Only http://t.co/JNegY9GA
nes_watcher	2012-11-04 02:45:06	Raid 2020 Complete in Box CIB Nintendo NES Color Dreams http://t.co/gScgTLyo
nes_watcher	2012-10-26 22:56:17	Nintendo NES Castlevania II Simon&#39;s Quest Game Excellent Condition http://t.co/jSFkmFIV
nes_watcher	2012-10-28 14:06:17	NES LEMMINGS Game Great working condition Nintendo LEMMINGS game w/case http://t.co/VEXcCBKG
nes_watcher	2012-10-22 18:31:17	Super Mario Bros. 3 Nintendo 1990 (NES) http://t.co/sFiKllz3 #NES
nes_watcher	2012-10-27 05:30:17	Super Mario Brothers (Bros) 3 RARE VINTAGE NINTENDO NES System Video Game 1990 http://t.co/hOSGaalV
nes_watcher	2012-11-13 01:58:18	JALECO NES Game NEW in package Totally Rad (Nintendo) Sealed! NEW! http://t.co/9y3eG88O
nes_watcher	2012-10-27 20:38:17	Vintage Nintendo NES Game Faria World of Mystery &amp; Danger Complete in Box CIB http://t.co/MlhxPI97
nes_watcher	2012-11-02 10:11:18	Castlequest Nintendo NES Complete in Box! Must See! http://t.co/BobqwfvH
nes_watcher	2012-11-12 00:12:03	Super Mario Bros. 3 (Nintendo NES) SEALED BRAND NEW smb3 http://t.co/g4XlmniR
nes_watcher	2012-10-30 05:09:40	Nintendo Tetris Vtg Video Game System NES Cartridge - Classic NES Game! http://t.co/nsl4VqSV
nes_watcher	2012-11-06 02:27:03	Simpsons Bart Vs. the World and Simpsons Bart Vs. The Space Mutants Nes nintendo http://t.co/vqeOrbQC
nes_watcher	2012-11-18 02:37:31	NES DUDES WITH ATTITUDE (NINTENDO) COMPLETE CIB !!!Rare!!! Manual Box Game http://t.co/Uvzihnv1
nes_watcher	2012-10-27 00:39:33	The Legend Of ZELDA Game For Nintendo NES. With Nintendo Dust Sleeve &amp; Case. http://t.co/XVASqZGA
nes_watcher	2012-10-29 19:50:05	Nintendo NES Game: Journey to Silius (with black slip case!) http://t.co/xWfsDBsn
nes_watcher	2012-11-05 16:47:07	Original Nintendo NES Controller (Gamepad Game Pad 8Bit 8 Bit) http://t.co/3C8RLGsj
nes_watcher	2012-10-31 19:03:03	Nintendo NES Dungeon Magic -cartridge, manual, sleeve - combined shipping http://t.co/vOkFikBf
nes_watcher	2012-10-25 20:49:04	Baseball Stars One 1 Classic Original Nintendo NES Game http://t.co/wXN7LeVP #NES
nes_watcher	2012-11-12 20:48:33	Crystalis Game For Nintendo NES. In Good Working Condition (pre Owned) http://t.co/ik8Vkg1A
nes_watcher	2012-11-14 04:57:19	Nintendo NES Game DRAGON STRIKE Advanced Dungeons &amp; Dragons Game Works Great!!! http://t.co/vC1oDBOV
nes_watcher	2012-11-04 23:24:02	Nintendo NES Game Boy Original Blue Carrying Case Shoulder Strap Free Shipping http://t.co/WwFJgPI4
nes_watcher	2012-10-30 18:53:09	LEGACY OF THE WIZARD- Nintendo-NES-TESTED-WORKS-SUPER CLEAN COMPLETE W/POSTER http://t.co/sZFeD52r
nes_watcher	2012-11-05 02:47:02	The Mutant Virus (Nintendo, 1992) Clean Tested Rare NES Video Game ! http://t.co/XqXkbMwf
nes_watcher	2012-10-29 03:17:22	Mario Bros. Arcade NES Nintendo COMPLETE BOX MANUAL CART CIB http://t.co/cZhLwtbX
nes_watcher	2012-10-22 15:45:02	METROID PAL | NINTENDO NES | RARE GAMES http://t.co/rRGthw3Q #NES
nes_watcher	2012-10-28 15:46:17	The Adventures of Bayou Billy (Nintendo, 1988) Cartridge only. NES. WORKS. http://t.co/VV2LO9kZ
nes_watcher	2012-11-16 22:07:32	Nintendo NES R.B.I. Baseball TENGEN - Game Cartridge Only - Tested &amp; Works Great http://t.co/nzaFsSb0
nes_watcher	2012-11-07 18:56:04	Original Nintendo NES Mario Bros And Duck Hunt Game With Zapper Gun http://t.co/7lOkjyTn
nes_watcher	2012-11-05 15:35:03	NES Video games - 49 classic games, includes Super Mario 1-3, Tecmo Super Bowl.. http://t.co/H0GNPiLh
nes_watcher	2012-10-23 18:35:01	Nintendo NES with Mario 1, 2, 3, and 3 other games http://t.co/gbSE5k9x #NES
nes_watcher	2012-10-24 04:13:34	World Games Complete (CIB) NES (Nintendo) http://t.co/LhvsegYv #NES
nes_watcher	2012-11-11 18:43:32	*Super Mario Bros/Duck Hunt* game for NES With Orange Zapper Gun http://t.co/EP2Y9Gip
nes_watcher	2012-11-04 02:13:31	Wayne&#39;s World nintendo nes game classic tv show waynes world http://t.co/bSLK9cf7
nes_watcher	2012-11-19 23:31:34	Zelda (Multi Screen) (Game &amp; Watch, 1989) Legend of Zelda Nintendo NES http://t.co/psfZA1Tb
nes_watcher	2012-10-29 03:50:17	THE ORIGINAL! DONKEY KONG 3 + DONKEY KONG CLASSICS Nintendo Nes games Rare! + http://t.co/uPdtGdqQ
nes_watcher	2012-11-09 22:26:12	Super Mario Bros. 2 Original Nintendo NES Game! W/ Sleeve Cleaned&amp;Tested !! http://t.co/g93ID5Gm
nes_watcher	2012-11-03 22:43:32	NES Shooting Range Cartridge Game with Dust Sleeve Cleaned Tested http://t.co/ioQldTrp
nes_watcher	2012-10-25 19:07:03	Final Fantasy nes game with box (Nintendo, 1990) http://t.co/kvzrJVMY #NES
nes_watcher	2012-11-16 20:28:02	JALECO NES Game NEW in package Totally Rad (Nintendo) Sealed! NEW! http://t.co/VZ2ceOO7
nes_watcher	2012-11-05 21:56:32	Contra (Nintendo, NES) Game + Manual + Box + Sleeve + Styrofoam Piece + Inserts http://t.co/o24XEt55
nes_watcher	2012-11-02 04:26:12	NES CAPTAIN SKYHAWK Nintendo Game Cartridge only cleaned and tested http://t.co/A3iTxbfI
nes_watcher	2012-11-19 00:49:05	Nintendo NES Game Zelda II: The Adventure of Link with Owner&#39;s Manual *Grey* http://t.co/Dnu0EN4w
nes_watcher	2012-11-15 19:48:16	RIVER CITY RANSOM - Nintendo NES System Game -1 or 2 Players -Rare- TESTED/WORKS http://t.co/CUGqj1mS
nes_watcher	2012-10-24 17:58:33	Adventures of Dino Riki for Nintendo NES http://t.co/R2xOrFd2 #NES
nes_watcher	2012-10-26 05:14:06	Super Mario Bros. 2 (Nintendo, 1988) NES Game Toad Princess Luigi Brothers http://t.co/66OaS1wD
nes_watcher	2012-10-28 01:31:18	Sweet Home in English Nintendo Game Cartridge nes Unreleased Survival Horror RPG http://t.co/jxv0oS5Y
nes_watcher	2012-11-10 15:27:01	Batman: The Video Game w/Manual Nintendo Nes Cleaned &amp; Tested Good Condition http://t.co/Ijwr7KC6
nes_watcher	2012-11-21 02:31:02	Nintendo NES Game Boy Original Carrying Case Shoulder Strap. Free Shipping http://t.co/KlZwkWWp
nes_watcher	2012-10-28 06:50:04	3 Nintendo (NES) Mario Games. Mario Bros./Duck Hunt, Dr. Mario, Super Mario 3! http://t.co/RopK10IY
nes_watcher	2012-10-25 06:09:04	Indiana Jones and the Temple of Doom ---- Nintendo NES Game http://t.co/XuszrBu8 #NES
nes_watcher	2012-11-01 07:45:33	Super Game Boy Gameboy Adapter SNES Super Nintendo NES ~ Works Great! http://t.co/8sDUnDyJ
nes_watcher	2012-10-23 18:01:21	NES NINTENDO METROID YELLOW LABEL GAME http://t.co/Q7Ne9thX #NES
nes_watcher	2012-11-13 02:31:32	NEW MADDEN NFL 98 FOR SUPER NES NINTENDO GAMES W/BOX+BOOK RARE COLLECTION GAME http://t.co/tfzVluig
nes_watcher	2012-10-22 14:39:01	NES 5 game set of Mario - Collectors and gamers pack http://t.co/IwJdGTtP #NES
nes_watcher	2012-11-14 05:28:32	RARE Vintage! THREE (3) NES NINTENDO-J GAME BOY Cartridges (USED) 2 Color/1 B&amp;W http://t.co/Geaajam1
nes_watcher	2012-11-03 22:08:32	Nintendo GAME GENIE (video game enhancer) NES Galoob http://t.co/UPVKflTs
nes_watcher	2012-10-28 18:11:19	RIVER CITY RANSOM - Nintendo NES System Game -1 or 2 Players -Rare- TESTED/WORKS http://t.co/3vm0caDB
nes_watcher	2012-11-12 20:17:08	Nintendo NES The Adventures of Bayou Billy Boxed Game w/Sleeve + Manual Complete http://t.co/y0TmsbRX
nes_watcher	2012-11-14 07:09:17	Nintendo Game Boy Advance SP Classic NES Limited Edition Black &amp; Silver ++EXTRAS http://t.co/B8drJLxi
nes_watcher	2012-10-23 01:21:02	Ring King NES Nintendo CIB Complete http://t.co/TSWJmxLb #NES
nes_watcher	2012-10-28 21:10:18	Gargoyle&#39;s Quest II 2 NES (Nintendo) Game from Capcom http://t.co/KArbZuyy
nes_watcher	2012-11-04 23:24:01	Gotcha! Paintball sealed nintendo nes BRAND NEW IN BOX unopened game http://t.co/Yb9JGb8M
nes_watcher	2012-11-18 00:56:02	NES BIONIC COMMANDO (NINTENDO) COMPLETE CIB !!!Rare!!! Manual Box Game http://t.co/mGtW4Znp
